date,string,string,string,string,string,string,string,string,string,string,string,string,string
11-11-2024,"Patrolman/SSE/PWI/MRG (Sec1-MJN) DBY-PWI : P5(25.210-32.000)",862491071209454,SSE(PW)/MRG,JE(PW)MRG/Sec,25.210-32.000,Patrolman,3,25.210,32.000,"6.45 km",13.580,"7.08 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/MRG (Sec1-MJN) DBY-PWI : P5(25.210-32.000)",862491071209454,SSE(PW)/MRG,JE(PW)MRG/Sec,25.210-32.000,Patrolman,2,25.210,32.000,"4.11 km",13.580,"9.42 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/MRG (Sec1-MJN) DBY-PWI : P5(25.210-32.000)",862491071209454,SSE(PW)/MRG,JE(PW)MRG/Sec,25.210-32.000,Patrolman,1,25.210,32.000,"0 km",13.580,"13.58 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/MXN (Sec1-MXN) NCH-SLX : P11(385.44-390.76)",862491071307688,SSE(PW)/MXN,SEC(PW)MXN/Sec,385.44-390.76,Patrolman,1,385.44,390.76,"4.1 km",,"-4.14 km","Duty Not Completed"
11-11-2024,"Stock/SSE/PWI/MRG (Sec1-MJN) -- : Stock(---)",862491071184632,SSE(PW)/MRG,SEC(PW)MJN,-,Stock,1,,,"4.36 km",,"-4.55 km","Duty Not Completed"
11-11-2024,"Stock/SSE/PWI/MRG (Sec1-MJN) -- : Stock(---)",862491071184632,SSE(PW)/MRG,SEC(PW)MJN,-,Stock,2,,,"5.4 km",,"-5.45 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/SPTR (Sec1-DMC) BBNB-SPTR : P7(384.9-388.23)",862491071213753,SSE/PW/SPTR,SEC(PW)DMC,384.9-388.23,Patrolman,1,384.9,388.23,"21.15 km",,"-21.23 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/MRG (Sec1-MJN) DBY-BGPI : P4(25.21-19.4)",862491071273385,SSE(PW)/MRG,SEC(PW)MJN,25.21-19.4,Patrolman,2,25.21,19.4,"5.54 km",,"-5.67 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/MRG (Sec1-MJN) DBY-BGPI : P4(25.21-19.4)",862491071273385,SSE(PW)/MRG,SEC(PW)MJN,25.21-19.4,Patrolman,1,25.21,19.4,"0 km",0.0,"0 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/MXN (Sec1-TTB) SLX-AGI : P12(390.760-396.200)",862491071332942,SSE(PW)/MXN,SEC(PW)MXN/Sec,390.760-396.200,Patrolman,1,390.760,396.200,"0.65 km",5.440,"4.79 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/MXN (Sec1-TTB) SLX-AGI : P12(390.760-396.200)",862491071332942,SSE(PW)/MXN,SEC(PW)MXN/Sec,390.760-396.200,Patrolman,2,390.760,396.200,"0.47 km",5.440,"4.97 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/SPTR (Sec1-DMC) DIPA-JIZ : P10(407.55-416.03)",862491071272916,SSE/PW/SPTR,SEC(PW)DMC,407.55-416.03,Patrolman,2,407.55,416.03,"4.53 km",,"-4.59 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/SPTR (Sec1-DMC) DIPA-JIZ : P10(407.55-416.03)",862491071272916,SSE/PW/SPTR,SEC(PW)DMC,407.55-416.03,Patrolman,1,407.55,416.03,"9.2 km",,"-9.7 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) SOB:NLP : P1(295.82-290.65)",862491071273047,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,1,,,"25.12 km",,"-26.01 km","Duty Not Completed"
11-11-2024,"Stock/SSE/PWI/Stock (Sec1-Stock)  :(-)",862491071273419,"Sr DEN Cord",Div-Stock,-,Stock,2,,,"2.16 km",,"-5.34 km","Duty Not Completed"
11-11-2024,"Stock/SSE/PWI/Stock (Sec1-Stock)  :(-)",862491071273419,"Sr DEN Cord",Div-Stock,-,Stock,1,,,"4.12 km",,"-4.26 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/SPTR (Sec1-DMC) JKY-LMY : P13(441.97-432.67)",862491071307795,SSE/PW/SPTR,SEC(PW)DMC,441.97-432.67,Patrolman,1,441.97,432.67,"9.25 km",15.000,"5.57 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/SPTR (Sec1-DMC) JKY-LMY : P13(441.97-432.67)",862491071307795,SSE/PW/SPTR,SEC(PW)DMC,441.97-432.67,Patrolman,2,441.97,432.67,"7.68 km",15.000,"6.76 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/FKG (Sec1-BBGN) GLGT-NMGY : P2(7.080-15.120)",862491071279366,SSE(PW)/FKG,SEC(PW)BBGN,7.080-15.120,Patrolman,1,7.080,15.120,"6.49 km",16.080,"9.5 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/PNT (Sec1-NTSK) NTSK-SPGN : P7(0-3.49)",860103069823400,SSE(PW)/PNT,SEC(PW)NTSK,0-3.49,Patrolman,1,0,3.49,"3.85 km",,"-3.85 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/PNT (Sec1-NTSK) NTSK-SPGN : P7(0-3.49)",860103069823400,SSE(PW)/PNT,SEC(PW)NTSK,0-3.49,Patrolman,2,0,3.49,"3.84 km",,"-3.87 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) LBI:BGND : P5(313.5-308.8)",860103069877802,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,1,,,"16.04 km",,"-20.27 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) LBI:BGND : P6(313.5-317.6)",860103069735943,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,2,,,"8.18 km",,"-8.53 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) LBI:BGND : P6(313.5-317.6)",860103069735943,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,1,,,"6.59 km",,"-6.84 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) NLP:LBI : P3(304.27-300.2)",860103069877729,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,2,,,"7.61 km",,"-7.96 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) NLP:LBI : P3(304.27-300.2)",860103069877729,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,1,,,"6.42 km",,"-6.71 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) GOM:BDLN : P12(339.580-343.700)",860103069792860,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,1,,,"0 km",0.0,"0 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) GOM:BDLN : P12(339.580-343.700)",860103069792860,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,2,,,"15.36 km",,"-16.11 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) BDLN:DMC : P17(359.350-356.610)",862491071219909,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,2,,,"5.75 km",,"-6.6 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) NLP:LBI : P2(295.82-300.2)",860103069877703,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,1,,,"0 km",,"-0.37 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) NLP:LBI : P2(295.82-300.2)",860103069877703,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,2,,,"8.2 km",,"-8.33 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) GOM:BDLN : P14(345.7-348.5)",862491071206708,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,1,,,"6.73 km",,"-6.94 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) GOM:BDLN : P14(345.7-348.5)",862491071206708,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,3,,,"6.74 km",,"-7.23 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/NLP/E (Sec1-NLP) GOM:BDLN : P14(345.7-348.5)",862491071206708,SSE/PW/NLP(E),SEC/PW/NLP,-,Patrolman,2,,,"0 km",0.0,"0 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/DBRG (Sec1-TNGN) NSBG-BBNB : P5(39.500-46.300)",862491071261174,SSE(PW)/DBRG,SEC(PW)TNGN,39.500-46.300,Patrolman,2,39.500,46.300,"11.47 km",,"-11.78 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/DBRG (Sec1-TNGN) NSBG-BBNB : P5(39.500-46.300)",862491071261174,SSE(PW)/DBRG,SEC(PW)TNGN,39.500-46.300,Patrolman,1,39.500,46.300,"3.12 km",,"-3.22 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/DBRG (Sec1-TNGN) KOWN-LPK : P10(11.800-21.800)",862491071326076,SSE(PW)/DBRG,SEC(PW)TNGN,11.800-21.800,Patrolman,1,11.800,21.800,"6.75 km",,"-10.95 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/DBRG (Sec1-TNGN) KOWN-LPK : P10(11.800-21.800)",862491071326076,SSE(PW)/DBRG,SEC(PW)TNGN,11.800-21.800,Patrolman,2,11.800,21.800,"10.56 km",,"-10.64 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/SPTR (Sec1-DMC) JYK:MZS : P14(441.97-449.6)",862491071211047,SSE/PW/SPTR,SEC(PW)DMC,-,Patrolman,2,,,"8.04 km",14.000,"5.78 km","Duty Not Completed"
11-11-2024,"Patrolman/SSE/PWI/SPTR (Sec1-DMC) JYK:MZS : P14(441.97-449.6)",862491071211047,SSE/PW/SPTR,SEC(PW)DMC,-,Patrolman,1,,,"8.75 km",14.000,"4.99 km","Duty Not Completed"
